demo_points,sim_static_points,joint_angles
"[[137.95672607421875, 311.9763488769531], [210.05044555664062, 78.4803466796875], [385.29388427734375, 179.61109924316406], [381.7456970214844, 376.4267578125], [328.26507568359375, 457.21435546875], [447.9612731933594, 388.8437194824219], [428.0804443359375, 421.7498474121094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-8.065048415472826e-09, 0.17169424628669067, -0.5025992170510764, 0.09936763190521974, 0.39705606159304874, -0.3970554993826073]"
"[[137.9568634033203, 311.97625732421875], [210.04751586914062, 78.4789047241211], [385.29193115234375, 179.61981201171875], [381.74493408203125, 376.42724609375], [328.2525634765625, 457.2224426269531], [447.96142578125, 388.84356689453125], [428.08306884765625, 421.74603271484375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-8.523872078418947e-09, 0.1737231325853806, -0.5029517555152284, 0.09292152721868643, 0.407350769352667, -0.4073501684972429]"
"[[138.00392150878906, 311.9819030761719], [210.05813598632812, 78.49064636230469], [385.299560546875, 179.6512451171875], [381.3733825683594, 377.9652099609375], [329.8772888183594, 462.73602294921875], [446.20184326171875, 394.9302062988281], [428.0799865722656, 421.74481201171875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-8.69557797427376e-09, 0.17554918773900155, -0.5032694234091304, 0.08712003300080645, 0.41661595516564814, -0.41661533674765494]"
"[[137.99974060058594, 311.97869873046875], [210.0716094970703, 78.50050354003906], [385.27435302734375, 179.73995971679688], [381.1118469238281, 379.4869689941406], [331.7876281738281, 467.66064453125], [444.2665710449219, 400.7115783691406], [428.0807800292969, 421.745849609375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-8.905585175099563e-09, 0.1771926216228508, -0.5035552156941191, 0.08189868820471446, 0.4249546453225303, -0.42495400604779304]"
"[[138.00050354003906, 311.9783630371094], [210.0778350830078, 78.50618743896484], [385.282958984375, 179.7342987060547], [380.3637390136719, 380.84088134765625], [334.51324462890625, 471.854248046875], [442.1445617675781, 407.35784912109375], [428.0848693847656, 421.7410583496094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-6.73602831295408e-09, 0.18216296106634827, -0.5038164110818201, 0.07370881938424302, 0.43245883260258233, -0.4324583561519925]"
"[[138.0173797607422, 311.9530029296875], [210.10484313964844, 78.52130889892578], [385.281494140625, 179.7400360107422], [379.4750671386719, 383.28204345703125], [339.0551452636719, 475.5798034667969], [438.0482482910156, 416.7079162597656], [427.7690124511719, 421.9194641113281]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-7.298302107636585e-09, 0.1866356285184303, -0.5040471770563444, 0.06633793744581871, 0.4392132992241531, -0.43921277337873976]"
"[[138.00082397460938, 311.98822021484375], [210.0811004638672, 78.50774383544922], [385.30126953125, 179.73243713378906], [381.34539794921875, 383.5159912109375], [345.5180358886719, 476.7394104003906], [430.15692138671875, 428.34149169921875], [421.0618591308594, 425.1580810546875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-7.553350939713903e-09, 0.1906610888462825, -0.5042552667563988, 0.05970414370123684, 0.4452922582217996, -0.44529170655021866]"
"[[138.00186157226562, 311.9855041503906], [210.1168670654297, 78.52424621582031], [385.3001403808594, 179.72476196289062], [382.3639831542969, 383.5220031738281], [353.3386535644531, 473.2548828125], [424.9168701171875, 435.8435363769531], [417.2525939941406, 425.8844299316406]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-7.805835101678307e-09, 0.1942839926144732, -0.5044424735767152, 0.05373372933111315, 0.4507633377521722, -0.45076276000053317]"
"[[138.00076293945312, 311.98626708984375], [210.0939483642578, 78.51533508300781], [385.2995910644531, 179.7334442138672], [382.38629150390625, 383.52520751953125], [353.3419494628906, 473.2525329589844], [424.9126892089844, 435.844482421875], [417.2640380859375, 425.8024597167969]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-8.052753469361904e-09, 0.1975445964361311, -0.5046108923332601, 0.04836035639800183, 0.4556873245470146, -0.45568672079584177]"
"[[138.00160217285156, 311.98529052734375], [210.11618041992188, 78.52411651611328], [385.3206481933594, 179.71649169921875], [382.66766357421875, 383.5692138671875], [360.4256286621094, 467.546630859375], [420.2441101074219, 440.54150390625], [413.6373291015625, 425.8094787597656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-8.291236350321548e-09, 0.20047913136713608, -0.5047624091014841, 0.043524320758201646, 0.46011892649663505, -0.4601182971488166]"
"[[138.00009155273438, 311.9852600097656], [210.09262084960938, 78.51359558105469], [385.33990478515625, 179.73313903808594], [382.8520812988281, 383.6191711425781], [362.054931640625, 465.6070556640625], [419.0973205566406, 442.5769958496094], [412.6085510253906, 425.3872985839844]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-8.519228304219258e-09, 0.20312020526147515, -0.5048987207232368, 0.03917188868238148, 0.4641073807761295, -0.46410672648694135]"
"[[138.0260467529297, 311.9834899902344], [210.11764526367188, 78.52568054199219], [385.3218688964844, 179.72244262695312], [383.1063232421875, 383.7308349609375], [364.3146667480469, 462.9856262207031], [417.61395263671875, 444.58831787109375], [411.9442138671875, 425.9615478515625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-8.735345542795035e-09, 0.2054971650921638, -0.5050213537264283, 0.03525469981414333, 0.4676970009297653, -0.4676963225459637]"
"[[138.0000457763672, 311.98516845703125], [210.1177215576172, 78.52567291259766], [385.32196044921875, 179.72772216796875], [383.1233825683594, 383.73162841796875], [364.7720642089844, 462.0566711425781], [417.4637451171875, 444.91204833984375], [411.796630859375, 426.0571594238281]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-8.93874692958199e-09, 0.20763642304347862, -0.5051316813774318, 0.031729229832728995, 0.47092766924012897, -0.47092696774803233]"
"[[138.02597045898438, 311.9832763671875], [210.11724853515625, 78.52435302734375], [385.32305908203125, 179.72076416015625], [383.1065368652344, 383.7303771972656], [364.7708740234375, 462.0609130859375], [417.4582824707031, 444.94879150390625], [411.7924499511719, 426.0682067871094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-9.129021941231497e-09, 0.209561749995717, -0.5052309390415989, 0.028556306849456096, 0.47383527985582974, -0.47383455633778543]"
"[[138.0001220703125, 311.9848327636719], [210.1240234375, 78.5294418334961], [385.3219909667969, 179.72752380371094], [383.1023864746094, 383.7299499511719], [365.1350402832031, 461.68060302734375], [417.4316101074219, 445.11737060546875], [411.729736328125, 426.0862121582031]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[7.957793793704482e-11, 0.21478791585073087, -0.4983574812062286, 0.016974029904538838, 0.47644881609359235, -0.47644887453232543]"
"[[138.01416015625, 311.9896545410156], [210.13233947753906, 78.53055572509766], [385.3211975097656, 179.73587036132812], [383.11480712890625, 383.7329406738281], [365.2898254394531, 461.4759216308594], [417.398681640625, 445.2004089355469], [411.67266845703125, 426.07476806640625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-1.3586414726238555e-09, 0.2194886363024497, -0.4921520612721061, 0.006549980654113306, 0.47880446273948174, -0.4788043906627648]"
"[[138.0127410888672, 311.98883056640625], [210.12794494628906, 78.5340347290039], [385.3172302246094, 179.72274780273438], [383.0964050292969, 383.72149658203125], [365.44189453125, 461.3963623046875], [417.3476867675781, 445.2876892089844], [411.61676025390625, 426.1326599121094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-2.6103700009633978e-09, 0.22371928619442968, -0.4865672031088841, -0.0028316636712696717, 0.48092454894767583, -0.48092436106761793]"
"[[138.010498046875, 311.989501953125], [210.12791442871094, 78.53374481201172], [385.3190612792969, 179.71849060058594], [383.09429931640625, 383.7154235839844], [365.4790344238281, 461.3829345703125], [417.32635498046875, 445.3247375488281], [411.5760803222656, 426.17193603515625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-3.6746085026341185e-09, 0.22752688033301083, -0.48154090151129936, -0.011275143564114349, 0.48283262035141733, -0.48283233198154907]"
"[[138.0104217529297, 311.98956298828125], [210.1278533935547, 78.53358459472656], [385.31793212890625, 179.72146606445312], [383.0940246582031, 383.7153015136719], [365.47906494140625, 461.3829040527344], [417.32476806640625, 445.32537841796875], [411.5555114746094, 426.1947326660156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-4.573669604392883e-09, 0.23095372486355406, -0.4770173032123339, -0.01887427546767456, 0.4845498769705301, -0.484549501890128]"
"[[138.02430725097656, 311.9983825683594], [210.1278533935547, 78.5331039428711], [385.31695556640625, 179.7173309326172], [383.09381103515625, 383.7152404785156], [365.5193786621094, 461.3599853515625], [417.2840881347656, 445.43072509765625], [411.53472900390625, 426.2151184082031]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-5.327816328090564e-09, 0.234037895025615, -0.4729461385289418, -0.025713494180878753, 0.486095399255839, -0.48609494980011136]"
"[[138.03903198242188, 311.9770812988281], [210.1971435546875, 78.53325653076172], [385.2184143066406, 179.79150390625], [383.0833435058594, 383.70440673828125], [365.60577392578125, 461.25836181640625], [417.234130859375, 445.4391784667969], [411.4892578125, 426.3110046386719]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-5.955310853005069e-09, 0.236813658313572, -0.46928216345058926, -0.03186879102276253, 0.48748635996276657, -0.48748584712314724]"
"[[138.02268981933594, 312.0006408691406], [210.2108917236328, 78.53392791748047], [385.22760009765625, 179.7841339111328], [383.0786437988281, 383.7071838378906], [365.6058654785156, 461.2347106933594], [417.22576904296875, 445.4418029785156], [411.4900207519531, 426.2843933105469]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-6.472538838655851e-09, 0.23931185529801724, -0.465984657362507, -0.03740855818045792, 0.4887382148621004, -0.4887376483884745]"
"[[138.02127075195312, 312.0006103515625], [209.71572875976562, 77.78168487548828], [385.37359619140625, 177.50509643554688], [383.57757568359375, 382.0354919433594], [366.68048095703125, 459.5974426269531], [417.8031921386719, 444.28460693359375], [411.9910888671875, 425.262451171875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-6.89414160879716e-09, 0.24156024235866827, -0.46301697095542793, -0.042394348622383775, 0.48986487438461745, -0.4898642628872215]"
"[[138.0202178955078, 312.0014953613281], [209.72036743164062, 77.78351593017578], [385.4122619628906, 177.4810333251953], [383.56878662109375, 382.03204345703125], [366.6964111328125, 459.59619140625], [417.7810974121094, 444.3704528808594], [411.99725341796875, 425.24200439453125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-7.2331513818908025e-09, 0.24358380013786138, -0.46034611930518965, -0.04688156002011704, 0.49087885810705545, -0.4908782091562449]"
"[[138.03158569335938, 311.9903259277344], [208.79722595214844, 76.98575592041016], [385.1808166503906, 174.69375610351562], [383.663818359375, 379.83160400390625], [367.182373046875, 457.82342529296875], [418.2715759277344, 442.5336608886719], [412.4913024902344, 422.8993225097656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.0034906660072407097, 0.24540501039710153, -0.45794241062572977, -0.050920050278076986, 0.4917914347854577, -0.4917907548026392]"
"[[138.00054931640625, 311.9863586425781], [207.61376953125, 76.02739715576172], [384.5504150390625, 171.42921447753906], [383.9463806152344, 377.14581298828125], [367.4264221191406, 455.53509521484375], [418.5224609375, 440.60577392578125], [412.8912048339844, 420.6131286621094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.006632258860344428, 0.24704411154425057, -0.4557791545922096, -0.054554691510240935, 0.4926127399339897, -0.49261203564156125]"
"[[137.99649047851562, 312.00921630859375], [206.2897491455078, 74.86355590820312], [384.2502136230469, 166.9033966064453], [383.8897399902344, 373.8455505371094], [367.5908508300781, 452.7669982910156], [418.7960510253906, 437.8389892578125], [413.278564453125, 417.6701354980469]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.00945969239832851, 0.24851931017610554, -0.4538322767664416, -0.05782586861918849, 0.49335190615777597, -0.4933511823679482]"
"[[138.0175323486328, 311.9981994628906], [204.6670684814453, 73.69416046142578], [383.1145324707031, 161.97950744628906], [383.716796875, 370.14349365234375], [367.62646484375, 449.8156433105469], [418.7875061035156, 434.94268798828125], [413.35223388671875, 414.4718933105469]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.012004382555222114, 0.24984699609735403, -0.4520801360474988, -0.060769928017241286, 0.4940171477059993, -0.49401640858379287]"
"[[138.00070190429688, 312.0176086425781], [204.66586303710938, 73.6941146850586], [383.11773681640625, 161.98631286621094], [383.72021484375, 370.1468505859375], [367.62823486328125, 449.81640625], [418.7828674316406, 434.9748229980469], [413.3613586425781, 414.4845275878906]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.014294603671461235, 0.25104192013164345, -0.45050325548906206, -0.0634195814754888, 0.494615857436285, -0.4946151065704759]"
"[[138.0124969482422, 312.0705871582031], [202.8982696533203, 72.50170135498047], [381.480224609375, 156.66200256347656], [383.2449035644531, 365.976806640625], [367.55145263671875, 446.3548583984375], [418.94671630859375, 431.68194580078125], [413.4920654296875, 410.7640075683594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.016355802653280297, 0.25211735801826723, -0.44908410586675857, -0.06580426958791157, 0.4951546889518283, -0.4951539294175283]"
"[[138.00677490234375, 312.0642395019531], [201.2107696533203, 71.14967346191406], [380.31671142578125, 150.94541931152344], [382.5799255371094, 361.3426208496094], [367.513427734375, 442.54217529296875], [419.1048889160156, 427.7162170410156], [413.5198669433594, 406.2108154296875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.018210881716134483, 0.2530852579285511, -0.44780691095244796, -0.06795048888909205, 0.4956396305125993, -0.49563886492897474]"
"[[137.98464965820312, 312.20233154296875], [198.85092163085938, 69.56971740722656], [378.4192810058594, 144.29612731933594], [381.9483337402344, 356.3782958984375], [366.9418029785156, 438.2679138183594], [418.7015686035156, 423.8250732421875], [413.23077392578125, 401.39208984375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.019880452853781972, 0.2539563732286485, -0.44665747224906693, -0.06988208626015449, 0.4960760715583543, -0.49607530214153045]"
"[[137.98016357421875, 312.2118835449219], [196.32798767089844, 68.05007934570312], [375.9048156738281, 138.11183166503906], [380.9919738769531, 351.0721130371094], [366.1059875488281, 433.7103271484375], [417.89697265625, 419.5277099609375], [412.3706359863281, 396.531982421875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.023128396875325048, 0.2547400986019819, -0.44562112834774525, -0.07336585314610503, 0.4964692480306952, -0.4964684002513945]"
"[[137.9868621826172, 312.21368408203125], [196.3267364501953, 68.04640197753906], [375.886474609375, 138.12261962890625], [380.99468994140625, 351.0705871582031], [366.1061706542969, 433.7108154296875], [417.8943176269531, 419.5271301269531], [412.3691711425781, 396.540771484375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.026051545647076017, 0.25544576519633233, -0.4446905036657069, -0.0765012433434605, 0.4968226809026343, -0.4968218472336787]"
"[[137.91925048828125, 312.2937927246094], [193.5849151611328, 66.59124755859375], [373.167724609375, 131.457763671875], [379.3385314941406, 345.3122863769531], [364.69915771484375, 428.9789733886719], [416.6892395019531, 415.2432556152344], [411.2912902832031, 391.7406921386719]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.02868237954086386, 0.25608086444136313, -0.44385293681504356, -0.07932309452108044, 0.49714077218759567, -0.49713995107839254]"
"[[137.8990020751953, 312.3816223144531], [191.05271911621094, 65.37409973144531], [369.0878601074219, 125.20027160644531], [377.7423400878906, 339.790283203125], [362.82440185546875, 423.8560791015625], [415.1761779785156, 410.7773132324219], [409.7829895019531, 386.4690856933594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.031050130046830812, 0.25665245228835526, -0.443099116799321, -0.08186276058093837, 0.49742705704513784, -0.4974262468846392]"
"[[137.88865661621094, 312.4259948730469], [188.3881072998047, 64.07240295410156], [363.6087341308594, 119.47809600830078], [374.9007568359375, 334.2125244140625], [360.82147216796875, 418.61181640625], [413.4573059082031, 406.0244445800781], [408.09454345703125, 380.94085693359375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.03318110550342385, 0.25716688008632266, -0.44242067032196203, -0.08414846003481051, 0.49768471576981843, -0.49768391516039895]"
"[[137.98239135742188, 312.5687561035156], [185.3482666015625, 62.78498458862305], [362.5724792480469, 111.82952880859375], [371.8752746582031, 328.5141296386719], [358.33575439453125, 413.6705017089844], [411.2947692871094, 401.36480712890625], [405.703125, 375.4659729003906]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.03509898341530197, 0.2576298640212913, -0.441810061231445, -0.08620558954329544, 0.4979166106697397, -0.4979158183986383]"
"[[137.98390197753906, 312.5654602050781], [185.34657287597656, 62.7817497253418], [362.5683898925781, 111.79991912841797], [371.8810729980469, 328.51434326171875], [358.3229675292969, 413.68280029296875], [411.29571533203125, 401.366455078125], [405.6998596191406, 375.4937438964844]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.03682507353671266, 0.2580465486337367, -0.44126050681385426, -0.08805700610093187, 0.49812531786357156, -0.4981245328774777]"
"[[137.9867706298828, 312.59503173828125], [182.4695587158203, 61.641380310058594], [359.0108642578125, 105.35105895996094], [369.0579528808594, 323.352294921875], [355.1978454589844, 408.6959228515625], [408.59478759765625, 397.13714599609375], [403.1073303222656, 370.37969970703125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.038378554646523434, 0.25842156398710314, -0.440765902475053, -0.08972328100280466, 0.49831315589392383, -0.49831237727715166]"
"[[138.06285095214844, 312.6883850097656], [179.9420928955078, 60.74794387817383], [355.07061767578125, 99.59680938720703], [365.11285400390625, 318.0789489746094], [351.82879638671875, 404.1495666503906], [405.5494384765625, 392.7433776855469], [399.89410400390625, 365.7654113769531]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.03977668764575166, 0.2587590771189441, -0.44032075395122405, -0.09122292841449017, 0.4984822114800428, -0.498481438435791]"
"[[138.0955047607422, 312.7951965332031], [177.1374053955078, 59.89447784423828], [350.5, 94.19635772705078], [361.55712890625, 313.1467590332031], [348.4355163574219, 399.45599365234375], [402.167724609375, 388.37835693359375], [396.3515319824219, 361.802001953125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.04103500734534283, 0.2590628383464656, -0.43992011629521527, -0.09257261108500714, 0.49863436269586386, -0.4986335945301229]"
"[[138.18264770507812, 312.8729553222656], [174.56382751464844, 59.133304595947266], [345.4028625488281, 89.3982925415039], [357.9102478027344, 308.8266296386719], [344.5038146972656, 395.0270690917969], [398.7104187011719, 384.5732421875], [392.88629150390625, 357.7782897949219]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.04391282432838282, 0.25933622247686416, -0.43955953587580165, -0.0937873254884724, 0.4987713004720043, -0.4987705364551659]"
"[[138.18800354003906, 312.8786315917969], [174.55284118652344, 59.13542175292969], [345.409423828125, 89.39058685302734], [357.9161376953125, 308.82421875], [344.5052490234375, 395.0282287597656], [398.7104797363281, 384.5739440917969], [392.8840637207031, 357.7731018066406]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.04650285960703164, 0.2595822701280178, -0.4392350263031872, -0.09488056845159114, 0.49889454210107154, -0.49889378235475274]"
"[[138.2242889404297, 313.0529479980469], [172.1128692626953, 58.43452453613281], [341.22125244140625, 84.42520141601562], [353.8323974609375, 304.30548095703125], [340.37261962890625, 390.7340087890625], [394.8960876464844, 380.9476013183594], [389.1445617675781, 353.2362976074219]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.04883389135878681, 0.25980371229151106, -0.43894296283920947, -0.095864487118398, 0.4990054608380939, -0.49900470475726305]"
"[[138.30722045898438, 313.2173156738281], [170.02182006835938, 58.046142578125], [336.9128723144531, 79.3920669555664], [349.81646728515625, 299.60699462890625], [335.8882141113281, 386.2476806640625], [390.594482421875, 376.7071228027344], [385.3094177246094, 348.8445739746094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.0509318199361552, 0.260003009619887, -0.4386801015659251, -0.09675001391852418, 0.49910528880283134, -0.49910453586925063]"
"[[138.33676147460938, 313.3402099609375], [167.91136169433594, 57.6757926940918], [332.0564880371094, 73.84567260742188], [345.566162109375, 294.318359375], [331.7124938964844, 381.0868225097656], [386.2231750488281, 371.93194580078125], [380.9884338378906, 343.0989074707031]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.05281995565640687, 0.260182376692058, -0.4384435229014872, -0.09754698803863775, 0.4991951349169235, -0.49919438468836486]"
"[[138.32742309570312, 313.5093688964844], [165.88897705078125, 57.60088348388672], [328.85272216796875, 67.48405456542969], [341.942138671875, 288.4480285644531], [327.9476318359375, 375.4208984375], [382.4425964355469, 367.0363464355469], [377.18310546875, 338.08056640625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.05451927780511784, 0.2603438066135868, -0.43823059911940465, -0.09826426474673995, 0.49927599723334803, -0.4992752493319772]"
"[[138.30943298339844, 313.5313415527344], [165.88258361816406, 57.5985107421875], [328.8691101074219, 67.48077392578125], [341.9432067871094, 288.4461975097656], [327.94683837890625, 375.42071533203125], [382.4422912597656, 367.02581787109375], [377.18414306640625, 338.06756591796875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.056048667739333445, 0.26048909316655194, -0.4380389651797895, -0.09890981378403194, 0.4993487740196379, -0.49934802812222867]"
"[[138.36520385742188, 313.6709289550781], [163.7830352783203, 57.704898834228516], [324.1521301269531, 61.630882263183594], [338.5382080078125, 282.2607421875], [324.84735107421875, 369.7771301269531], [379.3785400390625, 361.77490234375], [374.13201904296875, 332.3081970214844]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.057425118680416345, 0.2606198507440436, -0.4378664924749442, -0.09949080791759472, 0.49941427373330594, -0.4994135295629986]"
"[[138.5009307861328, 313.943115234375], [162.05262756347656, 57.744285583496094], [317.8487548828125, 55.29124450683594], [335.1582336425781, 276.19183349609375], [322.0780944824219, 363.79949951171875], [376.5721435546875, 355.7967529296875], [371.4427185058594, 325.6835632324219]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.05866392452761065, 0.26073753229085467, -0.43771126519803977, -0.10001370263780122, 0.4994732240002206, -0.49947248131957556]"
"[[138.52565002441406, 314.1806640625], [160.130126953125, 58.00096130371094], [316.4502258300781, 48.24891662597656], [332.2451171875, 269.6393127441406], [319.81878662109375, 357.8091735839844], [374.2366638183594, 349.8536682128906], [368.863037109375, 319.50457763671875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.05977884979025037, 0.2608434454498039, -0.4375715590729479, -0.10048430788598708, 0.4995262796955629, -0.4995255383007003]"
